NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION%MSIGDB_C2%HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION%MSIGDB_C2%HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION		146	0.6984596	1.9523312	0.0	2.896594E-5	0.002	2758	tags=51%, list=17%, signal=61%	
REGULATION OF T CELL MEDIATED CYTOTOXICITY%GOBP%GO:0001914	REGULATION OF T CELL MEDIATED CYTOTOXICITY%GOBP%GO:0001914		25	0.81952393	1.9522861	0.0	2.844869E-5	0.002	1494	tags=56%, list=9%, signal=62%	
HETEROTYPIC CELL-CELL ADHESION%GOBP%GO:0034113	HETEROTYPIC CELL-CELL ADHESION%GOBP%GO:0034113		26	0.80944085	1.9501777	0.0	2.7949593E-5	0.002	1691	tags=58%, list=10%, signal=64%	
GPCRS, CLASS A RHODOPSIN-LIKE%WIKIPATHWAYS_20220310%WP455%HOMO SAPIENS	GPCRS, CLASS A RHODOPSIN-LIKE%WIKIPATHWAYS_20220310%WP455%HOMO SAPIENS		87	0.7136576	1.946407	0.0	4.1166528E-5	0.003	2500	tags=49%, list=15%, signal=58%	
ANTIGEN RECEPTOR-MEDIATED SIGNALING PATHWAY%GOBP%GO:0050851	ANTIGEN RECEPTOR-MEDIATED SIGNALING PATHWAY%GOBP%GO:0050851		102	0.7070418	1.944958	0.0	4.046879E-5	0.003	1495	tags=43%, list=9%, signal=47%	
NEGATIVE REGULATION OF INFLAMMATORY RESPONSE%GOBP%GO:0050728	NEGATIVE REGULATION OF INFLAMMATORY RESPONSE%GOBP%GO:0050728		81	0.7145028	1.9434775	0.0	5.3033804E-5	0.004	2354	tags=43%, list=14%, signal=50%	
REGULATION OF INTERLEUKIN-4 PRODUCTION%GOBP%GO:0032673	REGULATION OF INTERLEUKIN-4 PRODUCTION%GOBP%GO:0032673		23	0.8384898	1.9418855	0.0	5.21644E-5	0.004	889	tags=57%, list=5%, signal=60%	
LEUKOCYTE PROLIFERATION%GOBP%GO:0070661	LEUKOCYTE PROLIFERATION%GOBP%GO:0070661		37	0.76744664	1.9395869	0.0	7.7008124E-5	0.006	2235	tags=57%, list=14%, signal=66%	
ACTIVATION OF IMMUNE RESPONSE%GOBP%GO:0002253	ACTIVATION OF IMMUNE RESPONSE%GOBP%GO:0002253		188	0.6907492	1.9394692	0.0	7.578578E-5	0.006	2235	tags=45%, list=14%, signal=51%	
NEGATIVE REGULATION OF LEUKOCYTE APOPTOTIC PROCESS%GOBP%GO:2000107	NEGATIVE REGULATION OF LEUKOCYTE APOPTOTIC PROCESS%GOBP%GO:2000107		22	0.819926	1.9373642	0.0	7.460163E-5	0.006	1185	tags=45%, list=7%, signal=49%	
DENDRITIC CELL MIGRATION%GOBP%GO:0036336	DENDRITIC CELL MIGRATION%GOBP%GO:0036336		17	0.8616208	1.9360886	0.0	7.3453906E-5	0.006	1090	tags=59%, list=7%, signal=63%	
CHEMOKINE RECEPTORS BIND CHEMOKINES%REACTOME DATABASE ID RELEASE 79%380108	CHEMOKINE RECEPTORS BIND CHEMOKINES%REACTOME DATABASE ID RELEASE 79%380108		41	0.75309455	1.9360143	0.0	7.234097E-5	0.006	1160	tags=46%, list=7%, signal=50%	
ANTIGEN PROCESSING AND PRESENTATION OF EXOGENOUS ANTIGEN%GOBP%GO:0019884	ANTIGEN PROCESSING AND PRESENTATION OF EXOGENOUS ANTIGEN%GOBP%GO:0019884		36	0.7774955	1.9356027	0.0	7.126125E-5	0.006	1934	tags=64%, list=12%, signal=72%	
HETEROPHILIC CELL-CELL ADHESION VIA PLASMA MEMBRANE CELL ADHESION MOLECULES%GOBP%GO:0007157	HETEROPHILIC CELL-CELL ADHESION VIA PLASMA MEMBRANE CELL ADHESION MOLECULES%GOBP%GO:0007157		33	0.78020304	1.9349362	0.0	7.021329E-5	0.006	1907	tags=55%, list=12%, signal=62%	
PEPTIDE GPCRS%WIKIPATHWAYS_20220310%WP24%HOMO SAPIENS	PEPTIDE GPCRS%WIKIPATHWAYS_20220310%WP24%HOMO SAPIENS		33	0.79062676	1.9339397	0.0	6.919571E-5	0.006	1115	tags=48%, list=7%, signal=52%	
MONONUCLEAR CELL DIFFERENTIATION%GOBP%GO:1903131	MONONUCLEAR CELL DIFFERENTIATION%GOBP%GO:1903131		142	0.69235665	1.9242735	0.0	7.959017E-5	0.007	2535	tags=44%, list=15%, signal=52%	
PID_TCR_PATHWAY%MSIGDB_C2%PID_TCR_PATHWAY	PID_TCR_PATHWAY%MSIGDB_C2%PID_TCR_PATHWAY		46	0.73428	1.9237546	0.0	7.846918E-5	0.007	1487	tags=46%, list=9%, signal=50%	
REGULATION OF B CELL PROLIFERATION%GOBP%GO:0030888	REGULATION OF B CELL PROLIFERATION%GOBP%GO:0030888		37	0.7638287	1.9236764	0.0	7.7379336E-5	0.007	1082	tags=46%, list=7%, signal=49%	
LYMPHOCYTE MEDIATED IMMUNITY%GOBP%GO:0002449	LYMPHOCYTE MEDIATED IMMUNITY%GOBP%GO:0002449		68	0.7219332	1.9224831	0.0	7.6319346E-5	0.007	2155	tags=44%, list=13%, signal=51%	
REGULATION OF INTERLEUKIN-10 PRODUCTION%GOBP%GO:0032653	REGULATION OF INTERLEUKIN-10 PRODUCTION%GOBP%GO:0032653		40	0.7597813	1.9200929	0.0	7.5288E-5	0.007	1743	tags=48%, list=11%, signal=53%	
RESPIRATORY BURST%GOBP%GO:0045730	RESPIRATORY BURST%GOBP%GO:0045730		18	0.8328267	1.9196143	0.0	7.428416E-5	0.007	1495	tags=61%, list=9%, signal=67%	
POSITIVE REGULATION OF LEUKOCYTE CELL-CELL ADHESION%GOBP%GO:1903039	POSITIVE REGULATION OF LEUKOCYTE CELL-CELL ADHESION%GOBP%GO:1903039		192	0.68038994	1.9189721	0.0	7.330674E-5	0.007	1907	tags=37%, list=12%, signal=41%	
REGULATION OF ADAPTIVE IMMUNE RESPONSE%GOBP%GO:0002819	REGULATION OF ADAPTIVE IMMUNE RESPONSE%GOBP%GO:0002819		118	0.69615537	1.9184115	0.0	7.2354705E-5	0.007	1246	tags=32%, list=8%, signal=35%	
POSITIVE REGULATION OF ANTIGEN RECEPTOR-MEDIATED SIGNALING PATHWAY%GOBP%GO:0050857	POSITIVE REGULATION OF ANTIGEN RECEPTOR-MEDIATED SIGNALING PATHWAY%GOBP%GO:0050857		18	0.8563238	1.9172293	0.0	7.142708E-5	0.007	690	tags=39%, list=4%, signal=41%	
COLLAGEN CHAIN TRIMERIZATION%REACTOME%R-HSA-8948216.3	COLLAGEN CHAIN TRIMERIZATION%REACTOME%R-HSA-8948216.3		39	0.7610118	1.9140177	0.0	7.052294E-5	0.007	1970	tags=56%, list=12%, signal=64%	
BETA1 INTEGRIN CELL SURFACE INTERACTIONS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%BETA1 INTEGRIN CELL SURFACE INTERACTIONS	BETA1 INTEGRIN CELL SURFACE INTERACTIONS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%BETA1 INTEGRIN CELL SURFACE INTERACTIONS		66	0.71952754	1.9140137	0.0	6.9641406E-5	0.007	2074	tags=50%, list=13%, signal=57%	
IL12-MEDIATED SIGNALING EVENTS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%IL12-MEDIATED SIGNALING EVENTS	IL12-MEDIATED SIGNALING EVENTS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%IL12-MEDIATED SIGNALING EVENTS		50	0.73895794	1.9136933	0.0	6.878163E-5	0.007	1231	tags=44%, list=8%, signal=47%	
ASSEMBLY OF COLLAGEN FIBRILS AND OTHER MULTIMERIC STRUCTURES%REACTOME DATABASE ID RELEASE 79%2022090	ASSEMBLY OF COLLAGEN FIBRILS AND OTHER MULTIMERIC STRUCTURES%REACTOME DATABASE ID RELEASE 79%2022090		55	0.7341248	1.9121728	0.0	7.766398E-5	0.008	2489	tags=58%, list=15%, signal=68%	
REGULATION OF LEUKOCYTE MEDIATED CYTOTOXICITY%GOBP%GO:0001910	REGULATION OF LEUKOCYTE MEDIATED CYTOTOXICITY%GOBP%GO:0001910		50	0.7326958	1.9105618	0.0	7.672827E-5	0.008	2294	tags=56%, list=14%, signal=65%	
PD-1 SIGNALING%REACTOME DATABASE ID RELEASE 79%389948	PD-1 SIGNALING%REACTOME DATABASE ID RELEASE 79%389948		19	0.84547096	1.9076546	0.0	7.581483E-5	0.008	1528	tags=84%, list=9%, signal=93%	
ANTIGEN PROCESSING AND PRESENTATION OF PEPTIDE OR POLYSACCHARIDE ANTIGEN VIA MHC CLASS II%GOBP%GO:0002504	ANTIGEN PROCESSING AND PRESENTATION OF PEPTIDE OR POLYSACCHARIDE ANTIGEN VIA MHC CLASS II%GOBP%GO:0002504		26	0.7966866	1.9072987	0.0	7.492289E-5	0.008	1740	tags=65%, list=11%, signal=73%	
NEGATIVE REGULATION OF CELL-CELL ADHESION%GOBP%GO:0022408	NEGATIVE REGULATION OF CELL-CELL ADHESION%GOBP%GO:0022408		118	0.6868204	1.906912	0.0	7.40517E-5	0.008	1856	tags=36%, list=11%, signal=41%	
MICROGLIA PATHOGEN PHAGOCYTOSIS PATHWAY%WIKIPATHWAYS_20220310%WP3937%HOMO SAPIENS	MICROGLIA PATHOGEN PHAGOCYTOSIS PATHWAY%WIKIPATHWAYS_20220310%WP3937%HOMO SAPIENS		27	0.7883089	1.9068745	0.0	7.320053E-5	0.008	2038	tags=56%, list=12%, signal=63%	
HALLMARK_ANGIOGENESIS%MSIGDB_C2%HALLMARK_ANGIOGENESIS	HALLMARK_ANGIOGENESIS%MSIGDB_C2%HALLMARK_ANGIOGENESIS		28	0.7972716	1.905565	0.0	7.2368704E-5	0.008	1817	tags=54%, list=11%, signal=60%	
TCR SIGNALING IN NAIVE CD8+ T CELLS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%TCR SIGNALING IN NAIVE CD8+ T CELLS	TCR SIGNALING IN NAIVE CD8+ T CELLS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%TCR SIGNALING IN NAIVE CD8+ T CELLS		48	0.7383045	1.9049563	0.0	7.155558E-5	0.008	1487	tags=48%, list=9%, signal=53%	
REGULATION OF INTERFERON-GAMMA PRODUCTION%GOBP%GO:0032649	REGULATION OF INTERFERON-GAMMA PRODUCTION%GOBP%GO:0032649		70	0.708942	1.9030348	0.0	7.0760514E-5	0.008	1223	tags=41%, list=7%, signal=45%	
IMMUNE EFFECTOR PROCESS%GOBP%GO:0002252	IMMUNE EFFECTOR PROCESS%GOBP%GO:0002252		182	0.67270046	1.9027779	0.0	6.9982925E-5	0.008	2401	tags=44%, list=15%, signal=51%	
BIOCARTA_IL12_PATHWAY%MSIGDB_C2%BIOCARTA_IL12_PATHWAY	BIOCARTA_IL12_PATHWAY%MSIGDB_C2%BIOCARTA_IL12_PATHWAY		16	0.8610377	1.9021697	0.0	7.791701E-5	0.009	1358	tags=63%, list=8%, signal=68%	
LYMPHOCYTE DIFFERENTIATION%GOBP%GO:0030098	LYMPHOCYTE DIFFERENTIATION%GOBP%GO:0030098		116	0.69338626	1.896968	0.0	9.4217045E-5	0.011	1740	tags=39%, list=11%, signal=43%	
EXTRACELLULAR STRUCTURE ORGANIZATION%GOBP%GO:0043062	EXTRACELLULAR STRUCTURE ORGANIZATION%GOBP%GO:0043062		170	0.6719444	1.8959141	0.0	1.10103945E-4	0.013	2072	tags=45%, list=13%, signal=51%	
DAP12 INTERACTIONS%REACTOME DATABASE ID RELEASE 79%2172127	DAP12 INTERACTIONS%REACTOME DATABASE ID RELEASE 79%2172127		32	0.7716811	1.8949083	0.0	1.0894496E-4	0.013	1769	tags=53%, list=11%, signal=59%	
