NAME	TITLE	SCORE	
CPNE5		7.470515	
ULK4P2		7.4677157	
C1S		7.459274	
ITGAL		7.454768	
HEG1		7.4463887	
MILR1		7.4294505	
MYO15B		7.41549	
CXCR2		7.4084907	
CACNA1C		7.4042153	
APOL4		7.404007	
SPINK9		7.398963	
GPRIN3		7.388191	
TRPV2		7.385863	
FNDC1		7.376935	
WDPCP		7.375298	
GPR183		7.369031	
SLCO1C1		7.360435	
C10orf128		7.357262	
TRAM2		7.353622	
B4GALT3		7.343973	
TMEM176B		7.3374205	
GAL3ST4		7.3351803	
RAMP3		7.3308	
MRVI1		7.3191013	
LOC100506217		7.3082385	
RGS1		7.292973	
WTAPP1		7.289052	
STARD9		7.276817	
IPCEF1		7.273146	
C20orf194		7.268198	
PTGIR		7.268066	
MMRN1		7.2673264	
LOC100506142		7.2670655	
DLL4		7.258152	
VASH1		7.2531414	
RNF31		7.2466483	
PDE1A		7.242626	
TREML1		7.23352	
STARD4-AS1		7.232692	
RNASE6		7.228684	
ITGA11		7.221841	
ULK4P3		7.2180667	
DCN		7.207138	
PDGFRL		7.205924	
LOC284454		7.2058268	
C9orf153		7.2042065	
CTGF		7.1913824	
CILP		7.190886	
PTPRCAP		7.189098	
P2RX7		7.1890364	
LOC100129434		7.1838784	
VSTM4		7.1769276	
DLC1		7.17692	
HBB		7.1754284	
RUNX1T1		7.172655	
ABCA9		7.1686435	
NTM		7.168638	
TMEM204		7.1683435	
FXYD6		7.15641	
SLC11A1		7.1540256	
CD200R1		7.149983	
SELP		7.1448703	
GVINP1		7.1430345	
LRRC32		7.1419096	
CHRNA1		7.139633	
LOXL2		7.131616	
LTA		7.130863	
ADGRD1		7.125943	
CPVL		7.1246	
CHRNA6		7.1216736	
TENM1		7.1211705	
HLA-DMB		7.109992	
LOC101927257		7.095929	
MRPL38		7.089444	
PLA2G5		7.0824885	
REM1		7.0755477	
LOC643733		7.0701485	
CCR7		7.06277	
CDH11		7.0594134	
WIPF1		7.0566964	
PLXNC1		7.0547724	
PPFIA2		7.054445	
NRP2		7.05169	
NDUFA4L2		7.0479307	
ATG7		7.032942	
GRAP2		7.0326214	
COL4A1		7.032012	
RASSF2		7.0314164	
IL2RG		7.0252147	
BTBD19		7.0242643	
FGD5		7.0201206	
GLT8D2		7.0166583	
CD248		7.0129747	
LYVE1		7.011771	
COL1A1		7.008121	
PHYKPL		6.999845	
WT1		6.9975595	
PTPRD		6.997308	
VMO1		6.9968367	
LINC00996		6.990189	
LINC00426		6.9860697	
HAMP		6.9858823	
RSRP1		6.983153	
ZNF423		6.979651	
SLIT3		6.965982	
ILK		6.9602942	
NME8		6.9514956	
ADAMTS10		6.9513416	
RGS16		6.9498997	
TNFRSF17		6.945289	
ADAMTS9-AS2		6.934067	
CD209		6.932003	
GPC6		6.9316444	
ITGA1		6.918085	
CCR8		6.916318	
DKK2		6.9162655	
PDIA5		6.915359	
DOK6		6.915049	
SPDYE6		6.903264	
CCL19		6.899814	
LMOD1		6.8964057	
FLT4		6.8906746	
ITGA8		6.8892045	
IL10		6.886373	
PCDHGA12		6.8851223	
LOC101929504		6.8798537	
MSRB3		6.874645	
FREM1		6.8739653	
PARP15		6.872598	
HOXD10		6.867637	
LRRC17		6.856235	
SIRPB2		6.8500304	
CYTIP		6.849666	
LOC728095		6.8396006	
IL18R1		6.8388577	
PCOLCE		6.8386183	
HLA-DQB1		6.823843	
SCIN		6.82282	
HBA2		6.8002353	
TNXB		6.7941647	
POU5F2		6.7907705	
ISM1		6.790115	
POU6F2		6.7891936	
GIMAP1		6.788505	
CLEC10A		6.785192	
NPIPB4		6.783769	
HTR1F		6.778691	
SLC8A1		6.778436	
EPYC		6.778038	
FAP		6.775103	
TAL1		6.769121	
CADPS		6.7685394	
SYMPK		6.7589335	
HLA-E		6.7589173	
C16orf58		6.756367	
PRKCQ		6.751351	
NPIPB3		6.7488475	
UBASH3A		6.7450247	
CLEC2B		6.744174	
CXCR4		6.738475	
CXCL12		6.736591	
CD96		6.731086	
TFEC		6.7298756	
SLAMF8		6.7253275	
PLCB2		6.7231584	
DRP2		6.7196555	
SLAMF7		6.7072554	
LINC00115		6.7050076	
ANXA2R		6.704363	
PRR5L		6.7034264	
4-Sep		6.698378	
FAM215A		6.681598	
METTL11B		6.676214	
LOC102724297		6.675198	
POU2AF1		6.67389	
GNG2		6.672772	
PENK		6.672656	
NGF		6.6700826	
ALMS1P		6.6700635	
ENTPD1		6.66899	
MSC		6.6678348	
LINC00854		6.6675854	
HSD17B6		6.6645164	
OLFML3		6.6638517	
SPOCK2		6.6563535	
SLCO2A1		6.6541586	
LINC00961		6.6509075	
MS4A2		6.643189	
RORB		6.6387405	
COL12A1		6.6385584	
EPHA3		6.631015	
SPDYE1		6.630749	
TNFRSF1B		6.6296186	
HVCN1		6.6282225	
AOC3		6.6264815	
GNGT2		6.6222324	
A2M		6.62047	
HMCN1		6.6159043	
LOC101927969		6.613945	
SLFN11		6.601662	
LPIN3		6.5960975	
CYTL1		6.5796394	
ARHGAP30		6.5770593	
APELA		6.571095	
SEC31B		6.568513	
LZTS1		6.567307	
EFEMP2		6.5650244	
DACT1		6.562729	
SIGLEC8		6.5580792	
NEGR1		6.554565	
FCN1		6.552415	
ASPN		6.5516334	
TMEM246		6.5481515	
PSTPIP1		6.541591	
PTGDR		6.534923	
PCDH18		6.5309086	
NAP1L3		6.5292144	
HAND2-AS1		6.523822	
C1R		6.523203	
PHLDB1		6.522475	
GPR85		6.5194874	
EPHA1-AS1		6.5182505	
SEMA5B		6.517789	
RGS13		6.5164013	
MMP2		6.515577	
HLA-DPB2		6.5110397	
FGF7		6.5093827	
MDC1		6.5050197	
ITGAX		6.5039024	
COLGALT2		6.500854	
CCDC144A		6.4983425	
NUMA1		6.497744	
C5AR1		6.489599	
DPY19L2		6.4841046	
IL1B		6.4719486	
CTSG		6.470974	
SPDYE7P		6.465954	
ANO2		6.4601645	
CCR5		6.459062	
AP1G2		6.456243	
LILRA5		6.4510236	
ACKR1		6.441437	
JAK3		6.434393	
CD226		6.430252	
CYP26A1		6.414143	
DNM1		6.410213	
GAS7		6.399906	
LOC101928489		6.3995633	
SEMA3D		6.3897367	
LOC202181		6.379122	
H19		6.378894	
HGF		6.3749294	
RASGRF2		6.373612	
TOX		6.372944	
TMEM106A		6.3704896	
C22orf34		6.3649726	
LHFP		6.3593383	
MAP1A		6.3589144	
PLAC8		6.349521	
CLDN5		6.3455515	
WDR73		6.343228	
EDNRB		6.338219	
ATP1B2		6.3358364	
OLFML2A		6.329889	
KLRG1		6.328987	
MYH2		6.3270316	
NCF4		6.3268847	
HDAC1		6.3255405	
HK3		6.3243537	
RBMS3		6.320577	
GPR34		6.3129888	
HRH2		6.3128395	
CCDC3		6.312374	
FHL5		6.3068275	
EBF2		6.303812	
LILRA4		6.299318	
LINC00174		6.293604	
PAG1		6.290358	
SLC2A5		6.287267	
SGCD		6.2786646	
PHACTR1		6.278606	
IL21R		6.278029	
LINC00924		6.2778687	
COL5A3		6.274874	
HLA-DPA1		6.2729406	
LAG3		6.2727704	
GNB3		6.2701173	
CTSB		6.2645597	
ADAMTS6		6.2577434	
ATP2A1		6.2553096	
BTLA		6.251646	
PLXNA4		6.2471056	
HLA-DRA		6.2400513	
SCARF1		6.237878	
PCDH12		6.2358623	
MOV10L1		6.2357583	
KIAA1755		6.232834	
ERG		6.2311616	
GCNT7		6.2278347	
MFAP4		6.227829	
AVIL		6.225221	
SMIM10		6.205765	
TBX5		6.205752	
HTRA1		6.2054024	
CXCL13		6.2046614	
EDIL3		6.189635	
ST6GALNAC3		6.189513	
TNNT3		6.189056	
HSPA7		6.181615	
SLC16A10		6.1761327	
TTYH2		6.169391	
IGSF21		6.158164	
C1QTNF7		6.151031	
ADAMTS12		6.134371	
ADAMTS16		6.128282	
LOC101930149		6.12136	
SELL		6.119311	
NEFH		6.1165886	
ADAMTS14		6.114904	
KIRREL		6.110894	
TNN		6.1059194	
FBXW4P1		6.101691	
PDXDC2P		6.0975842	
IKZF1		6.08003	
PLTP		6.0798783	
LPAR4		6.0755625	
RASGRP4		6.069996	
EPB41L2		6.0674624	
GRID1		6.062167	
DDR2		6.061837	
MAB21L3		6.055415	
TTC31		6.04925	
LOC101928988		6.048039	
PPIEL		6.0391073	
PEAR1		6.0371356	
SULF1		6.0371222	
MAN2B1		6.0353203	
GREM1		6.033336	
PTPN22		6.029513	
TMEM37		6.027391	
GPSM3		6.027169	
ZFHX4		6.018316	
ABCA8		6.0173955	
OTOA		6.0149	
ADAM33		6.011201	
ZNF541		6.007848	
SLC13A4		6.003911	
LINC00663		6.0022254	
LOC100506123		6.000489	
EDRF1-AS1		5.998657	
REC8		5.995164	
RAD51-AS1		5.9942017	
HBA1		5.990754	
MAP3K14		5.989878	
KCNT2		5.984251	
DNASE1L1		5.978402	
ZEB1		5.9759736	
KCNN3		5.972125	
VPS52		5.967421	
LOC101928834		5.966611	
ABCD4		5.9647703	
ARHGAP6		5.95701	
MAP3K7CL		5.9563704	
ARHGAP24		5.953285	
TBX18		5.9428325	
PSAP		5.9409695	
ELMOD1		5.939346	
FAM131A		5.9375067	
CCL11		5.932203	
RBM5		5.9312353	
SHOX2		5.9297686	
APOC1		5.9195905	
GRASP		5.918576	
KLC4		5.9125166	
MYH1		5.9111176	
OR6V1		5.9107447	
PRR34		5.907084	
ACSBG2		5.9013376	
CSF3R		5.8993025	
MEOX2		5.8978133	
LOC100131564		5.8959665	
C5orf45		5.8928714	
LOC101929352		5.8866796	
RASGRP3		5.885274	
SNCA		5.8825545	
ZNF671		5.88033	
DPT		5.873251	
ELN		5.8711147	
ECM2		5.8666377	
SNORA70G		5.86621	
EPSTI1		5.8610606	
TNFSF4		5.8579426	
CCL8		5.8576083	
HLA-DRB5		5.8558125	
GGT5		5.851808	
GPR1		5.847839	
LILRB5		5.8473544	
PYHIN1		5.8447375	
ABCC9		5.8443174	
EVI2A		5.84242	
SYT11		5.837255	
ACSF3		5.8365617	
RYR2		5.834494	
EXOC3L2		5.8280597	
MSC-AS1		5.8245397	
LRCH2		5.8182883	
ST6GAL2		5.8169384	
CUBN		5.816735	
PLCL2		5.815264	
HSD17B11		5.813473	
SLIT2		5.8065324	
NXF1		5.799158	
LOC101929567		5.796871	
NLRP12		5.796307	
KIZ		5.793573	
FMO1		5.79329	
NOD1		5.791631	
RNF113B		5.7912736	
NHSL2		5.787117	
TMEM130		5.782112	
ZNF333		5.7813153	
RFTN1		5.7748094	
MEDAG		5.7677298	
KCNQ1OT1		5.76138	
SPI1		5.758174	
NID1		5.7548137	
PTCH2		5.752942	
HAND2		5.7377954	
FAM20A		5.7347984	
LOC101926963		5.7333775	
FN1		5.7239847	
PZP		5.721505	
CNNM3		5.721113	
TCHH		5.717546	
EBF3		5.7163224	
MIR568		5.711877	
CPM		5.6999826	
SART3		5.6945796	
GLI2		5.693654	
DLEU7		5.6892495	
CAMK4		5.6888275	
BMX		5.6847153	
FOXP3		5.6834207	
EVA1A		5.681374	
ATF6B		5.680995	
HINFP		5.6755714	
C16orf54		5.675219	
SNAI1		5.6735954	
LRCH3		5.670899	
SIGLEC12		5.6624184	
ICAM2		5.6600127	
CD38		5.6581616	
LINC00310		5.6528077	
SARM1		5.6488657	
KCTD16		5.647296	
LOC100130264		5.6469374	
MIR155HG		5.6431627	
ADAMTS18		5.6321526	
DERL3		5.627858	
LRP3		5.6263337	
TNS1		5.6182942	
TDRD10		5.612985	
CAPN10-AS1		5.611355	
COL6A6		5.604742	
ADAM23		5.6034236	
EYA4		5.600582	
MXRA5		5.60024	
BDNF		5.599527	
PMFBP1		5.595566	
C7		5.594493	
SNAI2		5.5944133	
LOC285043		5.5933924	
MZB1		5.590316	
FRMPD2		5.586446	
CADM1		5.5858397	
KLRB1		5.585808	
GNG11		5.5842137	
BMS1P18		5.5778584	
ANKZF1		5.5761013	
VTN		5.574101	
IFNG		5.5715985	
RASA4B		5.5707335	
ALDH1A1		5.570528	
COL4A2		5.5689917	
PAX3		5.5644245	
GJC1		5.556821	
USP36		5.55616	
NUP85		5.5507417	
C2orf48		5.5503783	
SLC6A4		5.544161	
INHBA		5.5366206	
VAC14-AS1		5.532921	
LOC100505915		5.5273733	
SEMA6C		5.5263805	
CD72		5.522733	
TENM2		5.5180593	
SLC8A1-AS1		5.5180182	
FTX		5.5175686	
APOL1		5.5173984	
CD79B		5.508973	
SLC1A3		5.5055566	
SEZ6		5.5006022	
FAT3		5.492165	
PTGS1		5.4911265	
SEMA3A		5.4907575	
FAM65B		5.488003	
NCF1		5.4844604	
AQP1		5.477328	
SVEP1		5.4720535	
LOC100505716		5.4711027	
PFKFB1		5.470707	
KIF17		5.467916	
PRRX1		5.467343	
MMP11		5.46658	
PABPC4L		5.4643817	
PDCD1LG2		5.4637523	
RHOJ		5.454393	
CXCR2P1		5.4530764	
MDGA1		5.4510794	
TRPC6		5.450426	
RCN3		5.446316	
THEMIS		5.445306	
P2RY14		5.4395046	
FMNL3		5.434777	
TXNDC15		5.4331746	
CRISPLD2		5.4240794	
FAM157A		5.4209647	
TMEM119		5.4163265	
PDPN		5.413711	
CSMD3		5.4097137	
CALCOCO1		5.4095917	
LSAMP		5.407483	
ZFPM2		5.4060726	
TG		5.4058237	
ZNF337		5.40211	
KCNV2		5.401655	
FIBIN		5.397396	
ABI3BP		5.3952117	
CHSY3		5.3942294	
INPP5B		5.388708	
JAM2		5.385114	
SOX7		5.3821774	
LENG8		5.3797026	
LDLRAD4-AS1		5.378725	
ANTXR1		5.377978	
LPPR4		5.3777585	
KLRC1		5.3672495	
LOC729218		5.3646665	
ZNF3		5.363697	
SLC9A4		5.362729	
COL5A1		5.362571	
PCBP1-AS1		5.3578506	
MOXD1		5.357	
SH3BP5		5.3567195	
ELMOD3		5.356436	
ARHGEF19		5.354638	
LAMB1		5.352205	
CCDC180		5.3499537	
INPP5D		5.345165	
CRY2		5.3430557	
SYT2		5.3398256	
PTGDS		5.334702	
LOC653786		5.334561	
SHROOM4		5.332797	
CCDC141		5.3303847	
SUN2		5.3295684	
HLA-DQA1		5.3260794	
RASGRP2		5.3239894	
LY96		5.3211145	
CLEC4A		5.321096	
HDC		5.320499	
P4HA3		5.3197374	
GABRB2		5.317762	
SLC9A9		5.313449	
GRM8		5.312395	
ARHGAP4		5.3115854	
ADCY7		5.311218	
MAP3K3		5.3085356	
TM6SF2		5.308139	
SNHG20		5.3052807	
SIT1		5.30374	
C11orf53		5.303088	
TTC38		5.301703	
NTF3		5.295664	
CDH8		5.290518	
RPL32P3		5.2869515	
ACAD9		5.2863703	
NME9		5.286308	
NREP		5.282128	
IL18BP		5.2806263	
DZIP1L		5.275412	
TSPAN32		5.2725286	
MECOM		5.27218	
RCAN2		5.2705097	
CD6		5.268702	
AFAP1L2		5.266541	
TCN2		5.266073	
MAGEH1		5.262304	
LAT2		5.261738	
TNFSF14		5.256611	
PDZRN4		5.251872	
KCNQ3		5.249814	
NTRK3		5.248142	
LOX		5.2472258	
CH25H		5.2467017	
ADAM28		5.2463007	
METTL3		5.238523	
CLNK		5.2359824	
SPDYE3		5.2318597	
PPFIA4		5.229227	
TSHR		5.229152	
COL14A1		5.228197	
COL21A1		5.2263303	
THSD7B		5.226224	
CACNA2D4		5.2237625	
TAGLN		5.209987	
CPNE8		5.2093735	
STON1		5.2087746	
DPEP1		5.207166	
DNAH1		5.202968	
LOC283922		5.1996164	
ZNF76		5.19514	
FHL1		5.194578	
LINC01000		5.1910033	
CFI		5.1907873	
LGMN		5.1869273	
CHST11		5.1868577	
CARKD		5.1783376	
GLIPR2		5.172698	
TXK		5.170835	
PFKFB3		5.1689415	
OMD		5.168821	
CD22		5.1677732	
SDPR		5.1661525	
PTPRD-AS1		5.165622	
CD74		5.1629844	
KCTD7		5.1627493	
KDR		5.1592793	
GRIPAP1		5.1553473	
LOC101059954		5.15312	
KANSL3		5.148556	
TAGAP		5.147927	
NCF1B		5.1464663	
CCL21		5.146133	
MAP3K12		5.142322	
SPP2		5.13956	
MIR4477A		5.136546	
SLFNL1		5.1355934	
POTEG		5.1337533	
TLR4		5.133473	
KERA		5.129895	
SH3RF3		5.1279883	
LOC440300		5.126413	
ARAF		5.124634	
ZNF521		5.123395	
ZNF250		5.121846	
PPP1R26-AS1		5.121165	
U2AF1L4		5.113963	
HYAL1		5.112816	
LOC100134822		5.1127386	
CCR4		5.112347	
TMED9		5.110546	
FGF5		5.1072235	
AKAP13		5.1070123	
PDGFRA		5.1067963	
LOC101929122		5.1054525	
ITFG2		5.1033516	
TRPM6		5.100863	
EDNRA		5.1000714	
CLEC1A		5.0980363	
PRR16		5.0963836	
C1orf54		5.0959167	
MIR600HG		5.093587	
PITX2		5.092376	
ADAMTSL1		5.086178	
PLGLB2		5.086025	
FMO3		5.084949	
DENND1C		5.084742	
DBF4B		5.080167	
FGD2		5.0762553	
GBP4		5.07211	
PCSK6		5.067	
AP2M1		5.0656466	
CAPN11		5.065587	
DIO2		5.0629425	
PTPN6		5.06005	
UTS2		5.0583596	
ACACB		5.049809	
ACCS		5.0496674	
ITIH5		5.048768	
